slug,name,nickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,programXUrl,programInstagramUrl,programYoutubeUrl,sourceUrl,discoveryStatus,discoveryNotes
south-dakota-state-university,South Dakota State University,,https://gojacks.com/sports/baseball,https://gojacks.com/sports/baseball/roster,https://gojacks.com/sports/baseball/schedule,https://www.jackrabbitsportscamps.com/,https://questionnaires.armssoftware.com/19357ab4ab60,https://gojacks.com/staff-directory,,NCAA_D1,,https://gojacks.com/images/logos/site/site.png,https://gojacks.com/api/v2/promotions/109/click?redirect=https%3a%2f%2fx.com%2fgojackssdsu,https://gojacks.com/api/v2/promotions/110/click?redirect=https%3a%2f%2fwww.instagram.com%2fGoJacksSDSU%2f,https://www.youtube.com/channel/UCA1IudGejbOuoRqOPhdTXUQ,https://gojacks.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
southern-illinois-university-edwardsville,Southern Illinois University Edwardsville,,https://siuecougars.com/sports/baseball/,https://siuecougars.com/sports/baseball/roster,https://siuecougars.com/sports/baseball/schedule,https://siuecougars.com/sports/2021/6/4/first-community-camp-series.aspx,https://siuecougars.com/sb_output.aspx?form=16,https://siuecougars.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fsiuecougars.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/SIUEBaseball,https://instagram.com/SIUEMBB,,https://siuecougars.com/sports/baseball/,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram."
st-bonaventure-university,St. Bonaventure University,,https://gobonnies.com/sports/baseball,https://gobonnies.com/sports/baseball/roster,https://gobonnies.com/sports/baseball/schedule,https://www.sbu.edu/about/community-programs,https://gobonnies.com/,https://gobonnies.com/staff-directory,seddy@sbu.edu,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fgobonnies.sbu.edu%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/BONNIESBASE,https://instagram.com/BONNIESBASEBALL,https://www.youtube.com/gobonniestv,https://gobonnies.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-at-albany-suny,"University at Albany, SUNY",,https://ualbanysports.com/sports/baseball,https://ualbanysports.com/sports/baseball/roster,https://ualbanysports.com/sports/baseball/schedule,https://ualbanysports.com/sports/2026/6/10/camps-and-clinics.aspx,https://ualbanysports.com/sports/2019/12/11/1255415.aspx,https://ualbanysports.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fualbanysports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UAlbanyBaseball,https://instagram.com/ualbanybaseball,,https://ualbanysports.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram."
university-of-california-davis,"University of California, Davis",,https://ucdavisaggies.com/sports/baseball,https://ucdavisaggies.com/roster.aspx?path=baseball,https://ucdavisaggies.com/schedule.aspx?path=baseball,https://www.ucdavisathleticcamps.com/,https://questionnaires.armssoftware.com/d4c54a0b4ff5,https://ucdavisaggies.com/staff.aspx,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fucdavisaggies.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UCDavisBaseball,https://instagram.com/ucdavisbaseball,,https://ucdavisaggies.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram."
university-of-california-irvine,"University of California, Irvine",,https://ucirvinesports.com/sports/baseball,https://ucirvinesports.com/sports/baseball/roster,https://ucirvinesports.com/sports/baseball/schedule,https://ucirvinesports.com/sports/2017/5/26/camps-index,http://my.armssoftware.com/arms/public/questionnaire/a3061efcaff7,https://ucirvinesports.com/staff-directory,,NCAA_D1,,https://ucirvinesports.com/images/logos/site/site.png,https://ucirvinesports.com/api/v2/promotions/72/click?redirect=http%3a%2f%2ftwitter.com%2fUCIAthletics,https://ucirvinesports.com/api/v2/promotions/73/click?redirect=http%3a%2f%2finstagram.com%2fuciathletics,https://ucirvinesports.com/api/v2/promotions/74/click?redirect=https%3a%2f%2fwww.youtube.com%2fUCIrvineAthletics,https://ucirvinesports.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-of-california-riverside,"University of California, Riverside",,https://gohighlanders.com/sports/baseball,https://gohighlanders.com/sports/baseball/roster,https://gohighlanders.com/sports/baseball/schedule,https://gohighlanders.com/sports/2018/6/21/highlander-camps,https://gohighlanders.com/,https://gohighlanders.com/staff-directory,,NCAA_D1,,https://gohighlanders.com/images/logos/site/site.png,https://twitter.com/UCR_Athletics,http://instagram.com/ucr_athletics,http://www.youtube.com/user/ucrathletics,https://gohighlanders.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-of-california-san-diego,"University of California, San Diego",,https://ucsdtritons.com/sports/baseball,https://ucsdtritons.com/sports/baseball/roster,https://ucsdtritons.com/sports/baseball/schedule,https://www.ucsandiegocamps.com/index.cfm,https://ucsdtritons.com/index.aspx,https://ucsdtritons.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fucsdtritons.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UCSDbsb,https://instagram.com/ucsdbsb,,https://ucsdtritons.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram."
university-of-california-santa-barbara,"University of California, Santa Barbara",,https://ucsbgauchos.com/sports/baseball,https://ucsbgauchos.com/sports/baseball/roster,https://ucsbgauchos.com/sports/baseball/schedule,https://ucsbgauchos.com/sports/2025/8/23/camps-and-clinics-2025.aspx,https://ucsbgauchos.exposure.co/categories/a-development-destination,https://ucsbgauchos.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fucsb.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/ucsb_baseball,https://instagram.com/ucsb_baseball,https://www.youtube.com/user/UCSBGauchosAthletics,https://ucsbgauchos.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-of-delaware,University of Delaware,,https://bluehens.com/sports/baseball,https://bluehens.com/sports/baseball/roster,https://bluehens.com/sports/baseball/schedule,https://gregmamulabaseball.totalcamps.com/About%20Us,https://questionnaires.armssoftware.com/d8cdba555896,https://bluehens.com/coaches.aspx?path=baseball,,NCAA_D1,,https://bluehens.com/images/logos/site/site.png,https://twitter.com/DelawareBASE,,,https://bluehens.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X."
university-of-hawaii-at-manoa,University of Hawaii at Manoa,,https://hawaiiathletics.com/sports/baseball,https://hawaiiathletics.com/sports/baseball/roster,https://hawaiiathletics.com/sports/baseball/schedule,https://hawaiiathletics.com/sports/2025/4/12/football-tailgating-is-back-on-campus.aspx,https://hawaiiathletics.com/index.aspx,https://hawaiiathletics.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fhawaiiathletics.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/hawaiibaseball,https://instagram.com/hawaiibsb,http://www.youtube.com/hawaiiathletics,https://hawaiiathletics.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-of-maine,University of Maine,,https://goblackbears.com/sports/baseball,https://goblackbears.com/sports/baseball/roster,https://goblackbears.com/sports/baseball/schedule,https://goblackbears.com/sports/2020/2/24/baseball-camps.aspx,https://goblackbears.com/,https://goblackbears.com/sports/baseball/coaches,UM.Tickets@maine.eduSeat,NCAA_D1,,https://goblackbears.com/images/logos/site/site.png,,https://instagram.com/blackbearnation,https://www.youtube.com/user/UMBlackBears,https://goblackbears.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, Instagram, YouTube."
university-of-maryland-baltimore-county,"University of Maryland, Baltimore County",,https://umbcretrievers.com/sports/baseball,https://umbcretrievers.com/sports/baseball/roster,https://umbcretrievers.com/sports/baseball/schedule,https://umbcretrievers.com/sports/2025/6/16/camps.aspx,https://umbcretrievers.com/index.aspx,https://umbcretrievers.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fumbcretrievers.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UMBCBaseball,https://instagram.com/RetrieversBaseball,https://www.youtube.com/UMBCAthletics,https://umbcretrievers.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-of-massachusetts-lowell,University of Massachusetts Lowell,,https://goriverhawks.com/sports/baseball,https://goriverhawks.com/sports/baseball/roster,https://goriverhawks.com/sports/baseball/schedule,https://goriverhawks.com/sports/2017/12/21/camps-clinics,https://questionnaires.armssoftware.com/20692be0021c,https://goriverhawks.com/staff-directory,,NCAA_D1,,https://goriverhawks.com/images/logos/site/site.png,https://goriverhawks.com/api/v2/promotions/4/click?redirect=https%3a%2f%2fx.com%2friverhawknation,https://goriverhawks.com/api/v2/promotions/5/click?redirect=https%3a%2f%2fwww.instagram.com%2friverhawknation%2f,https://goriverhawks.com/api/v2/promotions/6/click?redirect=https%3a%2f%2fwww.youtube.com%2f%40umlriverhawks,https://goriverhawks.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram, YouTube."
university-of-nebraska-omaha,University of Nebraska Omaha,,https://omavs.com/sports/baseball,https://omavs.com/sports/baseball/roster,https://omavs.com/sports/baseball/schedule,https://fundraise.nufoundation.org/campaign/682275/donate,https://omavs.com/sports/2020/8/31/omaha-baseball-facilities.aspx,https://omavs.com/staff-directory,brentweber@omavs.com,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fnebomaha.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/OmahaBSB,https://instagram.com/OmahaBSB,,https://omavs.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram."
university-of-new-haven,University of New Haven,,https://newhavenchargers.com/sports/baseball,https://newhavenchargers.com/sports/baseball/roster,https://newhavenchargers.com/sports/baseball/schedule,https://newhavenchargers.com/sports/2010/2/16/BB_Camps.aspx,https://newhavenchargers.com/index.aspx,https://newhavenchargers.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fnewhaven.internetconsult.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/UNewHavenBASE,https://instagram.com/UNewHavenBASE,,https://newhavenchargers.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, X, Instagram."
university-of-northern-colorado,University of Northern Colorado,,https://uncbears.com/sports/baseball,https://uncbears.com/sports/baseball/roster,https://uncbears.com/sports/baseball/schedule,https://www.bearsbaseballcamps.com/,https://uncbears.com/,https://uncbears.com/staff-directory,,NCAA_D1,,https://uncbears.com/images/logos/site/site.png,,,https://uncbears.com/api/v2/promotions/2392/click?redirect=https%3a%2f%2fwww.youtube.com%2f%40uncbearsathletics,https://uncbears.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact, YouTube."
university-of-st-thomas-minnesota,University of St. Thomas,,https://tommiesports.com/sports/baseball,https://tommiesports.com/sports/baseball/roster,https://tommiesports.com/sports/baseball/schedule,https://tommiesports.com/sports/2022/3/3/camps-and-clinics,https://tommiesports.com/,https://tommiesports.com/staff-directory,,NCAA_D1,,https://tommiesports.com/images/logos/site/site.png,,,,https://tommiesports.com/sports/baseball,FOUND,"Discovered: roster, schedule, camps, questionnaire, contact."
