name,slug,city,state,region,control,schoolType,websiteUrl,admissionsUrl,academicsUrl,majorsUrl,applicationUrl,financialAidUrl,tuitionInState,tuitionOutOfState,tuitionInternational,tuitionYear,enrollmentTotal,enrollmentUndergrad,acceptanceRate,graduationRate,dataSourceUrl,verificationStatus,baseballNickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,currentRosterSize,averageGpa,scholarshipNotes,scholarshipInfoUrl,transferHeavy,jucoFriendly,baseballDataSourceUrl,baseballVerificationStatus
Adams State,adams-state,Alamosa,Colorado,,,FOUR_YEAR,,,,,,,9824,21944,21944,2026,1250,1250,,0.3942,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Grizzlies,,,,,,,,NCAA_D2,RMAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Adelphi,adelphi,Garden City,New York,,,FOUR_YEAR,,,,,,,49110,49110,49110,2026,5276,5276,0.6591,0.6715,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Panthers,,,,,,,,NCAA_D2,NE-10,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Alabama–Huntsville,alabama-huntsville,Huntsville,Alabama,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Chargers,,,,,,,,NCAA_D2,Gulf South,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Albany State,albany-state,Albany,Georgia,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Golden Rams,,,,,,,,NCAA_D2,SIAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
American International,american-international,Springfield,Massachusetts,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Yellow Jackets,,,,,,,,NCAA_D2,NE-10,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Anderson,anderson,Anderson,South Carolina,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Trojans,,,,,,,,NCAA_D2,SAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Angelo State,angelo-state,San Angelo,Texas,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Rams,,,,,,,,NCAA_D2,Lone Star,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Arkansas Tech,arkansas-tech,Russellville,Arkansas,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Wonder Boys,,,,,,,,NCAA_D2,GAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Arkansas–Fort Smith,arkansas-fort-smith,Fort Smith,Arkansas,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Lions,,,,,,,,NCAA_D2,MIAA,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Arkansas–Monticello,arkansas-monticello,Monticello,Arkansas,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Boll Weevils,,,,,,,,NCAA_D2,GAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Ashland,ashland,Ashland,Ohio,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Eagles,,,,,,,,NCAA_D2,G-MAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Assumption,assumption,Worcester,Massachusetts,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Greyhounds,,,,,,,,NCAA_D2,NE-10,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Auburn Montgomery,auburn-montgomery,Montgomery,Alabama,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Warhawks,,,,,,,,NCAA_D2,Gulf South,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Augusta,augusta,Augusta,Georgia,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Jaguars,,,,,,,,NCAA_D2,Peach Belt,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Augustana,augustana,Sioux Falls,South Dakota,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Vikings,,,,,,,,NCAA_D2,NSIC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Azusa Pacific,azusa-pacific,Azusa,California,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Cougars,,,,,,,,NCAA_D2,PacWest,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Barry,barry,Miami Shores,Florida,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Buccaneers,,,,,,,,NCAA_D2,SSC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Barton,barton,Wilson,North Carolina,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Bulldogs,,,,,,,,NCAA_D2,Carolinas,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Belmont Abbey,belmont-abbey,Belmont,North Carolina,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Crusaders,,,,,,,,NCAA_D2,Carolinas,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Bemidji State,bemidji-state,Bemidji,Minnesota,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Beavers,,,,,,,,NCAA_D2,NSIC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Benedict,benedict,Columbia,South Carolina,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Tigers,,,,,,,,NCAA_D2,SIAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Bentley,bentley,Waltham,Massachusetts,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Falcons,,,,,,,,NCAA_D2,NE-10,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Biola,biola,La Mirada,California,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Eagles,,,,,,,,NCAA_D2,PacWest,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Bloomsburg,bloomsburg,Bloomsburg,Pennsylvania,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Huskies,,,,,,,,NCAA_D2,PSAC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Bluefield State,bluefield-state,Bluefield,West Virginia,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Big Blue,,,,,,,,NCAA_D2,Independent,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
Bridgeport,bridgeport,Bridgeport,Connecticut,,,FOUR_YEAR,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,Purple Knights,,,,,,,,NCAA_D2,CACC,,,,"NCAA Division II baseball programs may offer athletic scholarships, subject to NCAA and school-specific limits.",https://www.ncaa.org/sports/2014/10/6/division-ii.aspx,false,false,https://en.wikipedia.org/wiki/List_of_NCAA_Division_II_baseball_programs,NEEDS_REVIEW
