name,slug,city,state,region,control,schoolType,websiteUrl,admissionsUrl,academicsUrl,majorsUrl,applicationUrl,financialAidUrl,tuitionInState,tuitionOutOfState,tuitionInternational,tuitionYear,enrollmentTotal,enrollmentUndergrad,acceptanceRate,graduationRate,dataSourceUrl,verificationStatus,baseballNickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,currentRosterSize,averageGpa,scholarshipNotes,scholarshipInfoUrl,transferHeavy,jucoFriendly,baseballDataSourceUrl,baseballVerificationStatus
Allegany College of Maryland,allegany-college-of-maryland,,ND,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/alleganycollegeofmaryland,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/alleganycollegeofmaryland/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/alleganycollegeofmaryland/schedule,,,,,NJCAA_D2,Region 20,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Alpena Community College,alpena-community-college,,MI,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/alpenacommunitycollege,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/alpenacommunitycollege/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/alpenacommunitycollege/schedule,,,,,NJCAA_D2,Region 12,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Anne Arundel Community College,anne-arundel-community-college,,MD,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/annearundelcommunitycollege,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/annearundelcommunitycollege/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/annearundelcommunitycollege/schedule,,,,,NJCAA_D2,Region 20,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Arkansas State Mid-South,arkansas-state-mid-south,,AR,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstatemidsouth,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstatemidsouth/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstatemidsouth/schedule,,,,,NJCAA_D2,Region 2,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Arkansas State University - Three Rivers,arkansas-state-university-three-rivers,,AR,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstateuniversitythreerivers,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstateuniversitythreerivers/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstateuniversitythreerivers/schedule,,,,,NJCAA_D2,Region 2,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Arkansas State University Mountain Home,arkansas-state-university-mountain-home,,AR,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstateuniversitymountainhome,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstateuniversitymountainhome/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/arkansasstateuniversitymountainhome/schedule,,,,,NJCAA_D2,Region 2,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Bay College,bay-college,,MI,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/baycollege,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/baycollege/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/baycollege/schedule,,,,,NJCAA_D2,Region 12,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Bevill State Community College,bevill-state-community-college,,AL,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bevillstatecommunitycollege,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bevillstatecommunitycollege/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bevillstatecommunitycollege/schedule,,,,,NJCAA_D2,Region 22,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Bishop State Community College,bishop-state-community-college,,AL,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bishopstatecommunitycollege,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bishopstatecommunitycollege/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bishopstatecommunitycollege/schedule,,,,,NJCAA_D2,Region 22,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
Bismarck State College,bismarck-state-college,,ND,,PUBLIC,JUNIOR_COLLEGE,,,,,,,,,,2026,,,,,https://collegescorecard.ed.gov/,NEEDS_REVIEW,,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bismarckstatecollege,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bismarckstatecollege/roster,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bismarckstatecollege/schedule,,,,,NJCAA_D2,Region 13,,,,"NJCAA Division II programs may offer athletic scholarships, subject to NJCAA and institutional limits.",https://www.njcaa.org/,true,true,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams?jsRendering=true&pos=br&sort=r,NEEDS_REVIEW
