name,slug,city,state,zipCode,region,latitude,longitude,control,schoolType,websiteUrl,admissionsUrl,academicsUrl,majorsUrl,applicationUrl,financialAidUrl,tuitionInState,tuitionOutOfState,tuitionInternational,tuitionYear,enrollmentTotal,enrollmentUndergrad,acceptanceRate,graduationRate,dataSourceUrl,verificationStatus,baseballNickname,baseballWebsiteUrl,rosterUrl,scheduleUrl,campsUrl,questionnaireUrl,generalContactUrl,generalContactEmail,division,conference,logoUrl,programXUrl,programInstagramUrl,programYoutubeUrl,currentRosterSize,averageGpa,scholarshipNotes,scholarshipInfoUrl,transferHeavy,jucoFriendly,baseballDataSourceUrl,baseballVerificationStatus
Binghamton University,binghamton-university,Vestal,NY,13850-6000,NORTHEAST,42.087868,-75.966889,PUBLIC,FOUR_YEAR,https://www.binghamton.edu/,,,,,,10567,30447,30447,,14655,14655,0.39,0.82,https://collegescorecard.ed.gov/school/?196079,NEEDS_REVIEW,,https://binghamtonbearcats.com/sports/baseball,https://binghamtonbearcats.com/roster.aspx?path=baseball,https://binghamtonbearcats.com/schedule.aspx?path=baseball,https://crackofthebatcamps.com/,https://binghamtonbearcats.com/index.aspx,https://binghamtonbearcats.com/staff.aspx,hartrick@binghamton.edu,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fbinghamton.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/BinghamtonBASE,https://instagram.com/binghamtonBASE,https://www.youtube.com/user/BinghamtonAthletics/videos,,,,,false,false,https://binghamtonbearcats.com/sports/baseball,NEEDS_REVIEW
Bryant University,bryant-university,Smithfield,RI,02917-1291,NORTHEAST,41.920092,-71.539547,PRIVATE,FOUR_YEAR,https://www.bryant.edu/,,,,,,52677,52677,52677,,3194,3194,0.65,0.8,https://collegescorecard.ed.gov/school/?217165,NEEDS_REVIEW,,https://bryantbulldogs.com/sports/baseball,https://bryantbulldogs.com/sports/baseball/roster,https://bryantbulldogs.com/sports/baseball/schedule,https://bryantbulldogs.com/sports/2024/6/22/bryant-athletics-camps.aspx,https://bryantbulldogs.com/sports/baseball,https://bryantbulldogs.com/sports/2024/5/17/staff-directory.aspx,jfriedman2@bryant.edu,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdbukjj6eu5tsf.cloudfront.net%2fsidearm.sites%2fbryantu.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/_BryantBaseball,https://instagram.com/Bryant_Baseball,,,,,,false,false,https://bryantbulldogs.com/sports/baseball,NEEDS_REVIEW
California Polytechnic State University,california-polytechnic-state-university,San Luis Obispo,CA,93407,PACIFIC,35.299513,-120.657311,PUBLIC,FOUR_YEAR,https://calpoly.edu/,,,,,,13596,34665,34665,,21996,21996,0.31,0.86,https://collegescorecard.ed.gov/school/?110422,NEEDS_REVIEW,,https://gopoly.com/sports/baseball,https://gopoly.com/sports/baseball/roster,https://gopoly.com/sports/baseball/schedule/2026,https://gopoly.com/sports/2020/6/4/insideathletics-camps,http://my.armssoftware.com/arms/public/questionnaire/2bbfb412a984,https://gopoly.com/staff-directory,,NCAA_D1,,https://gopoly.com/images/logos/site/site.png,https://gopoly.com/api/v2/promotions/308/click?redirect=https%3a%2f%2fx.com%2fCPMustangs,https://gopoly.com/api/v2/promotions/309/click?redirect=https%3a%2f%2fwww.instagram.com%2fcpmustangs%2f,https://www.youtube.com/channel/UCpTjkdL7OGeyBW19DYHK-JA,,,,,false,false,https://gopoly.com/sports/baseball,NEEDS_REVIEW
"California State University, Bakersfield",california-state-university-bakersfield,Bakersfield,CA,93311-1099,PACIFIC,35.350005,-119.104711,PUBLIC,FOUR_YEAR,https://www.csub.edu/,,,,,,8090,20690,20690,,8577,8577,0.94,0.5,https://collegescorecard.ed.gov/school/?110486,NEEDS_REVIEW,,https://gorunners.com/sports/baseball,https://gorunners.com/sports/baseball/roster,https://gorunners.com/sports/baseball/schedule,https://rowdygives.csub.edu/campaigns/roadrunner-advantage-fund,https://questionnaires.armssoftware.com/2ce30fe34df5,https://gorunners.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fcsubake.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/CSUB_Baseball,https://instagram.com/csub.baseball,https://www.youtube.com/user/csubathletics,,,,,false,false,https://gorunners.com/sports/baseball,NEEDS_REVIEW
"California State University, Fullerton",california-state-university-fullerton,Fullerton,CA,92832-3599,PACIFIC,33.881506,-117.885446,PUBLIC,FOUR_YEAR,https://www.fullerton.edu/,,,,,,7470,20070,20070,,38546,38546,0.91,0.7,https://collegescorecard.ed.gov/school/?110565,NEEDS_REVIEW,,https://fullertontitans.com/sports/baseball,https://fullertontitans.com/sports/baseball/roster,https://fullertontitans.com/sports/baseball/schedule,https://fullertontitans.com/sports/2023/8/22/sport-camps.aspx,https://fullertontitans.com/,https://fullertontitans.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdbukjj6eu5tsf.cloudfront.net%2fsidearm.sites%2fcsufullerton.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/FullertonBSB,https://instagram.com/fullertonbsb,,,,,,false,false,https://fullertontitans.com/sports/baseball,NEEDS_REVIEW
"California State University, Long Beach",california-state-university-long-beach,Long Beach,CA,90840-0115,PACIFIC,33.782818,-118.11204,PUBLIC,FOUR_YEAR,https://www.csulb.edu/,,,,,,7350,19950,19950,,35924,35924,0.46,0.69,https://collegescorecard.ed.gov/school/?110583,NEEDS_REVIEW,,https://longbeachstate.com/sports/baseball,https://longbeachstate.com/sports/baseball/roster,https://longbeachstate.com/sports/baseball/schedule,https://longbeachstate.com/sports/2018/7/31/camps-lbst-camps-html,https://questionnaires.armssoftware.com/275b1cfd1f07,https://longbeachstate.com/staff-directory,,NCAA_D1,,https://longbeachstate.com/images/logos/site/site.png,,https://www.instagram.com/p/Dayvr5NCkgG/,https://youtu.be/zSCo-MX85JU,,,,,false,false,https://longbeachstate.com/sports/baseball,NEEDS_REVIEW
"California State University, Northridge",california-state-university-northridge,Northridge,CA,91330,PACIFIC,34.240126,-118.529319,PUBLIC,FOUR_YEAR,https://www.csun.edu/,,,,,,7458,20058,20058,,32691,32691,0.93,0.57,https://collegescorecard.ed.gov/school/?110608,NEEDS_REVIEW,,https://gomatadors.com/sports/baseball,https://gomatadors.com/sports/baseball/roster,https://gomatadors.com/sports/baseball/schedule,https://www.playnsports.com/organization/100921/,https://gomatadors.com/sports/2016/10/5/recruit-questionnaire,https://gomatadors.com/staff-directory,,NCAA_D1,,https://gomatadors.com/images/logos/site/site.png,https://gomatadors.com/api/v2/promotions/161/click?redirect=https%3a%2f%2fx.com%2fGoMatadors,https://gomatadors.com/api/v2/promotions/162/click?redirect=https%3a%2f%2fwww.instagram.com%2fgomatadors,https://gomatadors.com/api/v2/promotions/163/click?redirect=https%3a%2f%2fwww.youtube.com%2f%40csunmatadors,,,,,false,false,https://gomatadors.com/sports/baseball,NEEDS_REVIEW
"California State University, Sacramento",california-state-university-sacramento,Sacramento,CA,95819-2694,PACIFIC,38.559415,-121.423549,PUBLIC,FOUR_YEAR,https://www.csus.edu/,,,,,,8018,20618,20618,,28350,28350,0.94,0.56,https://collegescorecard.ed.gov/school/?110617,NEEDS_REVIEW,,https://hornetsports.com/sports/baseball,https://hornetsports.com/sports/baseball/roster,https://hornetsports.com/sports/baseball/schedule,https://hornetbaseballcamps.totalcamps.com/shop/EVENT,https://hornetsports.com/sports/2022/6/21/fan-info-swarmquestionnaire.aspx,https://hornetsports.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fhornetsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/@SacStBaseball,https://instagram.com/sacstatebaseball,,,,,,false,false,https://hornetsports.com/sports/baseball,NEEDS_REVIEW
Coppin State University,coppin-state-university,Baltimore,MD,21216-3698,MID_ATLANTIC,39.311258,-76.658687,PUBLIC,FOUR_YEAR,https://www.coppin.edu/,,,,,,7100,14024,14024,,1844,1844,0.46,0.26,https://collegescorecard.ed.gov/school/?162283,NEEDS_REVIEW,,https://coppinstatesports.com/sports/baseball,https://coppinstatesports.com/sports/baseball/roster,https://coppinstatesports.com/sports/baseball/schedule,http://coppincamps.com/,https://coppinstatesports.com/sb_output.aspx?form=3,https://coppinstatesports.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fcoppinstate.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/@Coppin_baseball,https://instagram.com/coppinstatebase,,,,,,false,false,https://coppinstatesports.com/sports/baseball,NEEDS_REVIEW
Hofstra University,hofstra-university,Hempstead,NY,11549,NORTHEAST,40.715959,-73.60078,PRIVATE,FOUR_YEAR,https://www.hofstra.edu/,,,,,,57660,57660,57660,,6488,6488,0.68,0.69,https://collegescorecard.ed.gov/school/?191649,NEEDS_REVIEW,,https://gohofstra.com/sports/baseball,https://gohofstra.com/sports/baseball/roster,https://gohofstra.com/sports/baseball/schedule,https://www.ticketsmarter.com/hofstra-pride?utm_source=hofstrapride&utm_medium=dropdownlink&utm_campaign=partners,https://gohofstra.com/index.aspx,https://gohofstra.com/staff-directory,,NCAA_D1,,https://images.sidearmdev.com/convert?url=https%3a%2f%2fdxbhsrqyrr690.cloudfront.net%2fsidearm.nextgen.sites%2fhofstra.sidearmsports.com%2fimages%2flogos%2fsite%2fsite.png&type=jpeg,https://x.com/HofstraBaseball,https://instagram.com/HofstraBaseball,,,,,,false,false,https://gohofstra.com/sports/baseball,NEEDS_REVIEW
