matchType,normalizedValue,groupSize,collegeId,collegeName,collegeSlug,city,state,legacyDivision,programId,programDivision,conference,baseballWebsiteUrl,coachCount
NORMALIZED_NAME,anderson,2,cmovlhrdv000fqt20fc4cz94u,Anderson,anderson,Anderson,South Carolina,,cmovlhrek000hqt20zd9qvfk9,NCAA_D2,SAC,,0
NORMALIZED_NAME,anderson,2,cmorjaspu0043qt4w1kqv72qo,Anderson University,anderson-university-sc,Anderson,SC,,cmorjasqh0045qt4w2l7tr6wp,NCAA_D2,South Atlantic Conference,https://autrojans.com/sports/baseball,0
NORMALIZED_NAME,barton,2,cmovlhrv3001fqt20zotlkdgo,Barton,barton,Wilson,North Carolina,,cmovlhrvr001hqt20kf57ts5p,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,barton,2,cmorjasv6004fqt4wjb7nrzah,Barton College,barton-college,Wilson,NC,,cmorjasvu004hqt4wiu9dn49t,NCAA_D2,Conference Carolinas,https://bartonbulldogs.com/sports/baseball,0
NORMALIZED_NAME,abbey belmont,2,cmovlhrwi001iqt205ckj8ztr,Belmont Abbey,belmont-abbey,Belmont,North Carolina,,cmovlhrx7001kqt20orrpi1cv,NCAA_D2,Carolinas,,0
NORMALIZED_NAME,abbey belmont,2,cmorj0gse002iqtiog740vnk9,Belmont Abbey College,belmont-abbey-college,Belmont,NC,,cmorj0gt3002kqtiol3zpyzni,NCAA_D2,Conference Carolinas,https://abbeyathletics.com/sports/baseball,0
NORMALIZED_NAME,bryan,2,cmowzrz8k0010qt4wjdckub80,Bryan,bryan,,TN,,cmowzrz990012qt4wpo3gsi0u,NAIA,Appalachian Athletic Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/bryantn,0
NORMALIZED_NAME,bryan,2,cmorj0ha0003iqtion1ocego7,Bryan College,bryan-college,Dayton,TN,,cmorj0hap003kqtio47t0lwop,NAIA,Appalachian Athletic Conference,https://bryanlions.com/sports/baseball,0
NORMALIZED_NAME,and bryant stratton,2,cmox2351r0010qtfki4exm5ci,Bryant & Stratton,bryant-and-stratton,,OH,,cmox2352g0012qtfko8n0j30t,NJCAA_D2,Region 12,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bryantstrattonohio,0
NORMALIZED_NAME,and bryant stratton,2,cmox235370013qtfk8y2sxj30,Bryant & Stratton College,bryant-and-stratton-college,,WI,,cmox2353y0015qtfkp40fyk4x,NJCAA_D2,Region 4,https://njcaastats.prestosports.com/sports/bsb/2024-25/div2/teams/bryantstrattoncollegewi,0
NORMALIZED_NAME,carson newman,2,cmorjat1z004uqt4wcy4dc9a9,Carson-Newman University,carson-newman-university,Jefferson City,TN,,cmorjat2n004wqt4wjzcups59,NCAA_D2,South Atlantic Conference,https://cneagles.com/sports/baseball,0
NORMALIZED_NAME,carson newman,2,cmovlhsn50033qt2045onupu0,Carson–Newman,carson-newman,Jefferson City,Tennessee,,cmovlhsnt0035qt20u29cgk1k,NCAA_D2,SAC,,0
NORMALIZED_NAME,catawba,2,cmovlhsoi0036qt20a0hkubod,Catawba,catawba,Salisbury,North Carolina,,cmovlhsp80038qt20f6u9c7al,NCAA_D2,SAC,,0
NORMALIZED_NAME,catawba,2,cmorj0gws002rqtiorgfzda9h,Catawba College,catawba-college,Salisbury,NC,,cmorj0gxj002tqtiotdgqeau1,NCAA_D2,South Atlantic Conference,https://gocatawbaindians.com/sports/baseball,0
NORMALIZED_NAME,coker,2,cmovlhtk1004xqt20njtti1j5,Coker,coker,Hartsville,South Carolina,,cmovlhtkq004zqt201grg35t7,NCAA_D2,SAC,,0
NORMALIZED_NAME,coker,2,cmorj0go50029qtiomu7nhxok,Coker University,coker-university,Hartsville,SC,,cmorj0gow002bqtiopxdtb3uh,NCAA_D2,South Atlantic Conference,https://cokercobras.com/sports/baseball,0
NORMALIZED_NAME,columbia,2,cmowzrzm0001rqt4wm5n56kzt,Columbia,columbia,,MO,,cmowzrzmr001tqt4wj77la053,NAIA,American Midwest Conference,https://naiastats.prestosports.com/sports/bsb/2024-25/teams/columbiamo,0
NORMALIZED_NAME,columbia,2,cmou7ekoe00e6qtx8h6vtazjr,Columbia University,columbia-university,New York,NY,,cmou7ekp200e8qtx8qlpcfsh3,NCAA_D1,Ivy League,https://gocolumbialions.com/sports/baseball,3
